product_id,product_name,category,price,quantity_sold,rating,review_count
527,Interesting Life,Clothing,1930.9,394.0,4.0,806
528,Bring Generation,Shoes,1181.16,137.0,1.7,686
529,Property Form,Home,939.53,,4.3,789
530,Still Treatment,Clothing,1961.37,358.0,1.2,668
531,Argue Despite,Electronics,1471.5,254.0,2.8,450
532,End Western,Books,1206.59,269.0,1.5,537
533,When Total,Electronics,,267.0,3.6,677
534,Return Quickly,Home,590.9,41.0,3.2,808
535,Customer Knowledge,Shoes,1279.68,3.0,2.0,221
536,Center Garden,Shoes,68.69,,4.8,958
537,Wind Work,Books,1942.85,313.0,2.0,438
538,Main Fear,Electronics,593.02,62.0,3.0,51
539,Carry Sing,Home,1688.2,318.0,4.7,374
540,Over Responsibility,Electronics,567.3,,3.6,43
541,Establish Paper,Home,1934.92,140.0,4.3,505
542,Available President,Electronics,853.9,196.0,4.6,262
543,Part Power,Home,457.63,6.0,4.4,610
544,Treatment Second,Books,1701.96,483.0,4.4,940
545,Thought Important,Shoes,123.89,364.0,4.1,636
546,Toward Case,Electronics,308.12,,3.6,200
547,Decide Contain,Electronics,1619.73,170.0,3.4,57
548,Unit Bring,Shoes,175.6,165.0,3.2,365
549,Fly Factor,Books,1979.99,344.0,4.4,524
550,Begin Hit,Clothing,179.86,279.0,4.0,5
551,The Tend,Electronics,459.34,67.0,3.3,210
552,Program Site,Home,406.51,287.0,2.0,643
553,Administration Occur,Clothing,1982.72,78.0,1.7,433
554,Item Least,Shoes,1969.14,139.0,2.6,259
555,Entire Effect,Home,1615.66,,1.3,354
556,Current Bar,Electronics,228.45,393.0,1.6,689
557,Bed Room,Home,1431.37,241.0,3.4,718
558,Product Discuss,Clothing,1299.25,474.0,2.8,361
559,Almost Kind,Electronics,715.31,119.0,3.4,406
560,Avoid Theory,Home,,233.0,3.5,254
561,Gun Them,Electronics,1922.17,438.0,2.2,201
562,Close Thank,Home,865.18,107.0,2.2,740
563,Include Take,Books,1244.52,46.0,2.1,795
564,Still Break,Home,835.99,303.0,4.9,736
565,Trouble Indeed,Home,581.77,386.0,3.2,995
566,Many Particularly,Shoes,1363.14,278.0,4.0,552
567,Discuss Land,Laptops,755.26,274.0,4.0,132
568,Rate Product,Books,494.37,278.0,2.6,721
569,Over Student,Shoes,1028.98,281.0,2.0,980
570,Mother Small,Clothing,935.24,347.0,3.8,662
571,Play Exist,Clothing,1547.58,70.0,4.2,397
572,Occur They,Electronics,1577.06,40.0,4.3,0
573,Development Expert,Shoes,1480.75,35.0,1.0,760
574,Black Believe,Shoes,657.94,202.0,3.1,227
575,Behavior Study,Electronics,1140.62,256.0,3.1,169
576,Bit Month,Home,1709.09,446.0,2.7,631
577,Head Goal,Home,1359.81,171.0,3.1,525
578,Degree Daughter,Electronics,1967.36,58.0,4.0,61
579,Executive Face,Home,,426.0,1.5,176
580,Decide Wind,Clothing,964.68,336.0,2.5,28
581,Management President,Laptops,351.44,319.0,4.2,224
582,Tell Feeling,Electronics,1048.43,143.0,4.7,340
583,Soldier Watch,Home,1119.98,265.0,2.8,121
584,Wait Different,Shoes,17.3,322.0,4.3,579
585,Perhaps Situation,Electronics,37.92,94.0,4.4,494
586,Two Government,Books,1657.48,442.0,4.1,124
587,Low Safe,Books,780.19,405.0,1.3,857
588,Third Personal,Laptops,1127.3,117.0,,16
589,Music Part,Home,1682.01,154.0,3.8,623
590,Go Most,Electronics,27.27,202.0,4.2,854
591,Area Ok,Clothing,980.05,102.0,1.6,689
592,Difficult Various,Shoes,721.86,215.0,2.8,214
593,Group Sense,Shoes,193.24,187.0,2.6,220
594,Appear War,Books,1387.67,222.0,1.8,295
595,Federal Watch,Home,341.35,436.0,3.0,704
596,Note Hear,Home,574.58,,3.5,636
597,Rise Daughter,Shoes,869.0,428.0,1.0,336
598,Though Stand,Laptops,1308.48,500.0,4.3,942
599,Learn Group,Laptops,411.97,295.0,3.7,426
600,Organization Own,Books,299.39,338.0,4.1,304
601,Camera Natural,Books,94.05,65.0,3.2,54
602,Detail Lot,Books,1819.56,209.0,2.0,105
603,Pretty Try,Books,814.1,440.0,4.3,83
604,Provide Work,Shoes,1094.68,471.0,4.2,921
605,Keep Pressure,Home,1545.03,491.0,4.3,246
606,Wife Once,Clothing,280.57,127.0,4.3,103
607,Indicate Cup,Shoes,,385.0,4.4,449
608,Behavior Your,Electronics,730.93,356.0,5.0,331
609,Hold Care,Electronics,430.13,13.0,3.8,713
610,Fish Single,Laptops,425.41,426.0,,701
611,Hot Fact,Home,1305.6,298.0,1.4,241
612,Green Amount,Laptops,271.53,185.0,3.3,449
613,Plan Group,Shoes,1346.02,93.0,5.0,255
614,Commercial Woman,Books,1189.35,112.0,1.8,687
615,Rule Community,Books,175.66,69.0,3.9,144
616,Audience Heavy,Books,868.06,197.0,3.6,687
617,We Wait,Clothing,781.75,35.0,1.0,870
618,Will Score,Electronics,1055.52,,2.1,875
619,Lead No,Shoes,704.17,497.0,2.6,558
620,Wide Civil,Home,375.14,379.0,3.7,528
621,Edge Total,Shoes,188.5,221.0,5.0,776
622,Law Somebody,Home,922.91,500.0,2.8,732
623,Woman But,Shoes,586.79,326.0,3.9,486
624,Boy Throughout,Home,1554.31,27.0,3.4,818
625,Team Language,Books,1243.68,323.0,2.8,461
626,Senior Walk,Shoes,515.68,20.0,2.5,727
627,Shake Among,Books,1821.38,216.0,1.1,939
628,Realize Sport,Electronics,94.98,56.0,4.1,837
629,Force Around,Shoes,601.97,223.0,1.7,226
630,Bar Shake,Books,1959.98,400.0,4.1,978
631,Often Cell,Electronics,1703.15,,2.4,413
632,Herself This,Clothing,1954.29,27.0,2.7,423
633,Learn Reduce,Laptops,1348.63,354.0,4.9,638
634,Sister Threat,Laptops,1094.54,177.0,3.6,28
635,Cultural Mouth,Electronics,1997.02,289.0,3.6,556
636,Building Technology,Home,800.45,325.0,2.3,710
637,Candidate Institution,Clothing,,419.0,1.6,780
638,Fire Material,Books,1317.51,221.0,3.1,332
639,Little Seven,Home,123.19,97.0,3.0,346
640,Simply Someone,Clothing,1948.03,208.0,3.2,787
641,Thank View,Electronics,1932.69,109.0,1.9,583
642,Age Within,Home,544.18,,3.3,518
643,Need Final,Shoes,885.56,180.0,3.0,60
644,Talk Defense,Laptops,667.85,207.0,4.9,771
645,Southern One,Laptops,518.34,310.0,2.4,257
646,Glass No,Home,1950.97,115.0,3.0,876
647,Technology Training,Books,633.1,238.0,1.2,408
648,Bed Pull,Electronics,1664.53,302.0,1.1,522
649,Training Blue,Laptops,771.08,264.0,1.8,559
650,Direction Break,Books,67.94,91.0,4.7,578
651,Care Charge,Clothing,776.72,266.0,1.3,90
652,To Per,Electronics,,180.0,4.3,827
653,New Place,Shoes,1767.44,309.0,1.3,744
654,Single That,Shoes,,451.0,1.0,296
655,Difficult Study,Electronics,1574.12,477.0,3.5,383
656,Be Everything,Electronics,687.69,363.0,1.5,24
657,Change Long,Books,794.88,304.0,,866
658,Health Blue,Clothing,943.98,223.0,1.6,812
659,Walk Down,Laptops,1157.99,106.0,3.2,358
660,Nearly Nothing,Electronics,,7.0,,421
661,Many Popular,Laptops,1741.11,98.0,3.4,548
662,Policy Pull,Electronics,720.46,274.0,3.4,858
663,Fire Life,Electronics,1694.7,368.0,4.5,37
664,Bill Third,Clothing,387.14,,1.1,810
665,News Discover,Electronics,1107.29,382.0,3.9,707
666,Laugh Piece,Books,,5.0,1.9,592
667,Movement Century,Laptops,1916.67,295.0,3.1,364
668,Customer Interest,Laptops,1106.13,311.0,1.8,651
669,Green Marriage,Laptops,1583.04,484.0,4.1,216
670,Opportunity Somebody,Laptops,133.48,396.0,2.8,455
671,As Kitchen,Electronics,1621.92,241.0,1.3,13
672,Both Protect,Shoes,392.79,458.0,4.2,170
673,Understand Much,Clothing,1527.09,88.0,2.9,5
674,Scientist Maybe,Shoes,1340.53,395.0,1.3,610
675,President Toward,Clothing,457.45,38.0,4.3,276
676,Factor Watch,Clothing,546.54,474.0,2.4,202
677,At Today,Laptops,603.09,332.0,4.1,790
678,Or Stop,Laptops,1342.13,201.0,2.8,937
679,There Money,Books,1200.21,420.0,1.6,254
680,Environmental Challenge,Shoes,488.93,315.0,3.8,352
681,Else Form,Shoes,654.73,397.0,4.6,496
682,Require Analysis,Electronics,344.78,225.0,3.7,385
683,Specific Full,Electronics,944.85,381.0,4.2,14
684,Determine Defense,Clothing,695.58,360.0,3.6,46
685,Detail Still,Home,1011.48,418.0,1.4,825
686,Catch Write,Home,1275.97,305.0,2.7,306
687,Environment Effect,Electronics,1039.66,146.0,2.0,34
688,Several About,Home,1813.04,445.0,2.1,981
689,Large Field,Home,1209.56,429.0,3.5,137
690,Under Everyone,Electronics,1125.91,330.0,4.6,855
691,Trade Wish,Electronics,1017.88,6.0,,270
692,Message Sea,Home,909.0,64.0,2.7,128
693,After Charge,Electronics,283.14,445.0,2.1,919
694,Treat Result,Electronics,29.37,377.0,1.2,747
695,Son Quickly,Books,1485.26,291.0,1.4,257
696,Hundred Money,Books,292.08,466.0,4.2,179
697,Song Him,Electronics,229.42,444.0,3.5,387
698,Writer Owner,Shoes,1546.63,124.0,3.2,714
699,Around Future,Home,1816.55,16.0,1.6,800
700,Quality Wall,Shoes,778.68,227.0,1.6,782
701,Ever Modern,Home,515.86,324.0,1.6,780
702,Send By,Shoes,776.15,274.0,2.5,721
703,Term Successful,Home,752.71,300.0,4.4,15
704,Yard Director,Clothing,642.48,494.0,2.4,375
705,Major Another,Laptops,171.23,61.0,3.4,96
706,Late Star,Home,219.8,,2.7,547
707,Themselves Throw,Books,1929.57,158.0,3.8,819
708,Whether Improve,Electronics,733.67,103.0,2.6,861
709,Development Real,Home,1104.01,,,876
710,Agree Fill,Clothing,1133.12,147.0,3.9,941
711,And Ability,Shoes,1682.17,76.0,4.0,127
712,Ball Machine,Electronics,,108.0,3.1,98
713,Let Student,Laptops,1203.81,71.0,1.3,737
714,Congress Clearly,Clothing,1457.58,187.0,1.1,103
715,Black Star,Home,1180.25,142.0,2.3,894
716,Our Feel,Laptops,1730.52,88.0,3.6,369
717,Character Approach,Clothing,1077.84,269.0,3.7,31
718,Perhaps Under,Laptops,452.73,146.0,2.4,812
719,Offer Person,Clothing,1714.72,16.0,3.9,886
720,Because South,Books,1056.98,491.0,3.5,816
721,Consumer Sea,Electronics,44.99,142.0,3.8,167
722,If Feeling,Electronics,354.41,149.0,,821
723,International Exist,Books,1093.48,238.0,1.8,238
724,Operation Off,Laptops,1393.28,427.0,,817
725,Like Nearly,Laptops,,68.0,3.9,300
726,People Majority,Books,1823.33,431.0,2.4,205
727,Kid Enjoy,Electronics,944.12,265.0,2.4,888
728,Meeting Individual,Books,794.11,287.0,1.1,9
729,Movie Call,Electronics,1564.66,169.0,2.7,345
730,Commercial Get,Laptops,211.13,69.0,1.5,716
731,Wear Card,Laptops,1529.73,48.0,4.1,699
732,Economy Writer,Books,1312.38,386.0,3.3,980
733,Pretty Provide,Books,599.35,195.0,1.8,487
734,Have Girl,Home,,306.0,3.8,737
735,Success Clearly,Laptops,1537.78,409.0,2.1,365
736,Over Away,Electronics,955.67,286.0,3.2,126
737,Pattern Bit,Electronics,301.56,,4.1,848
738,Raise Each,Books,1946.35,394.0,2.2,953
739,Compare Movie,Electronics,1334.53,124.0,3.7,810
740,Customer Read,Clothing,565.24,342.0,2.2,769
741,Machine Tough,Electronics,1887.54,69.0,4.7,601
742,Special Mind,Home,371.73,308.0,4.4,946
743,Simply Sport,Clothing,617.59,115.0,2.3,447
744,Across Media,Home,648.65,378.0,4.9,34
745,Down So,Home,718.38,431.0,1.2,916
746,Draw Civil,Shoes,803.26,83.0,3.2,683
747,Behind Mean,Books,188.97,294.0,2.2,200
748,Environmental Cover,Laptops,431.72,112.0,2.0,38
749,Deal Girl,Home,1729.22,374.0,3.0,970
750,Race Direction,Laptops,935.79,189.0,3.3,709
751,Who Into,Shoes,1264.73,432.0,4.2,637
752,Begin Conference,Home,1032.17,423.0,2.9,117
753,Situation Family,Electronics,1894.28,477.0,2.7,991
754,Beyond With,Clothing,829.43,217.0,3.5,285
755,Happen Agency,Books,1159.21,373.0,2.7,136
756,Feel Teach,Clothing,1314.12,352.0,3.1,352
757,Close Call,Laptops,1979.53,345.0,1.3,637
758,List Increase,Books,686.74,94.0,1.1,658
759,Shoulder Address,Electronics,1662.9,376.0,3.3,67
760,People Yeah,Clothing,14.0,136.0,2.1,584
761,Hit Use,Electronics,714.84,298.0,3.6,397
762,Employee Environment,Books,1161.28,84.0,2.1,83
763,Mind Woman,Electronics,1772.62,54.0,3.5,737
764,Heavy Task,Books,1638.29,304.0,3.2,874
765,Language Soon,Books,,303.0,2.7,979
766,Media Artist,Home,401.1,394.0,3.7,253
767,Board According,Electronics,281.27,53.0,3.7,308
768,We Actually,Electronics,562.57,445.0,4.1,863
769,Partner Forward,Books,,121.0,1.6,552
770,Help Four,Home,615.6,,1.3,61
771,Activity Before,Electronics,1965.12,,1.0,717
772,Television Together,Clothing,1949.08,94.0,3.9,154
773,Really People,Electronics,1992.86,122.0,4.0,789
774,Change Someone,Clothing,1819.63,458.0,1.8,339
775,Life One,Clothing,1995.77,239.0,1.5,963
776,Argue Simply,Laptops,1164.28,414.0,1.1,22
777,Process Activity,Home,1683.19,236.0,1.1,522
778,Difficult Exist,Electronics,1777.57,73.0,1.1,406
779,Nearly Unit,Electronics,560.74,294.0,2.8,520
780,Outside Relationship,Laptops,159.14,404.0,2.7,322
781,Decide Already,Books,1999.29,239.0,4.5,404
782,Choice Quite,Laptops,1062.66,218.0,4.0,78
783,These Any,Electronics,1120.8,123.0,3.9,654
784,Require Foreign,Clothing,1559.8,234.0,1.8,437
785,Open College,Electronics,1784.11,198.0,4.3,107
786,Woman Especially,Home,659.28,288.0,1.8,642
787,Director Order,Home,,236.0,4.1,166
788,Security Performance,Books,,152.0,1.4,199
789,Work Career,Laptops,1832.03,21.0,2.9,827
790,Article Where,Shoes,1407.23,482.0,1.7,935
791,Land Child,Shoes,1398.45,200.0,2.5,315
792,Magazine Generation,Home,612.6,84.0,2.0,638
793,State Certainly,Clothing,539.08,412.0,2.0,359
794,Look Product,Laptops,1421.4,489.0,3.9,4
795,Camera International,Electronics,1813.66,444.0,3.9,944
796,Interest Prevent,Clothing,1717.14,396.0,3.7,496
797,Machine May,Home,682.55,155.0,1.2,989
798,Leave Raise,Laptops,622.03,338.0,2.7,831
799,Third Term,Clothing,953.03,388.0,3.3,248
800,Benefit Along,Books,1081.38,,2.4,902
801,Over Successful,Electronics,1457.75,484.0,2.9,158
802,Place Travel,Shoes,842.1,360.0,1.9,966
803,Voice Born,Clothing,1685.1,185.0,4.7,126
804,Where Card,Clothing,138.5,37.0,4.5,754
805,Keep Story,Home,1723.06,89.0,4.4,629
806,Step Long,Books,624.94,63.0,4.1,162
807,Sell Involve,Home,1950.8,119.0,2.8,81
808,Check Of,Electronics,271.04,,2.2,852
809,Music Itself,Laptops,1684.36,108.0,4.6,300
810,Foreign Section,Laptops,591.24,362.0,1.1,301
811,Seven Financial,Electronics,750.97,325.0,4.2,903
812,Not Use,Electronics,96.05,279.0,3.2,72
813,Special Us,Clothing,21.32,331.0,4.5,345
814,Fly Garden,Books,1906.0,201.0,3.0,946
815,My Mind,Home,918.49,30.0,2.2,405
816,Hospital Quite,Electronics,,95.0,2.9,420
817,If Pull,Electronics,1704.27,338.0,,973
818,Direction Sort,Home,1005.04,109.0,4.7,378
819,Professional Upon,Electronics,99.58,107.0,2.9,839
820,Enter Visit,Books,481.63,38.0,1.3,472
821,Leave Some,Laptops,959.6,92.0,5.0,931
822,Ever Per,Home,1120.19,,2.5,758
823,Learn Trip,Clothing,261.41,377.0,4.3,627
824,Everything Well,Home,701.14,290.0,3.3,533
825,Individual Tough,Electronics,1162.74,,3.5,760
826,Thus Manager,Shoes,18.81,203.0,3.4,243
827,From Team,Shoes,1927.8,158.0,2.6,913
828,Life End,Laptops,1198.25,4.0,2.1,9
829,Police Result,Home,1640.7,1.0,,861
830,Woman Last,Books,1987.87,151.0,2.8,678
831,Box Single,Home,1373.49,406.0,1.1,471
832,Another Add,Laptops,1968.66,400.0,1.6,859
833,President Identify,Shoes,1967.03,262.0,2.3,790
834,Able Already,Home,1619.4,91.0,2.6,757
835,Research Movement,Clothing,1682.65,250.0,4.0,293
836,Move Suddenly,Books,1396.36,231.0,2.2,61
837,Pull Themselves,Laptops,1716.43,344.0,3.1,4
838,Actually Sister,Books,1426.98,259.0,1.0,262
839,Present Magazine,Home,1596.05,374.0,2.0,441
840,Hit Build,Clothing,393.58,417.0,2.5,1
841,Everybody Firm,Electronics,116.09,25.0,2.4,787
842,Part Book,Electronics,900.53,426.0,3.8,698
843,Drive Financial,Laptops,1646.23,395.0,1.2,427
844,Specific Fund,Electronics,1371.45,,2.0,346
845,Center Parent,Laptops,433.45,277.0,1.8,817
846,Reason Evening,Home,738.78,96.0,3.0,150
847,Understand Hear,Books,491.28,179.0,1.9,125
848,Some Increase,Electronics,928.09,401.0,3.5,450
849,Place Job,Books,1748.94,140.0,2.6,884
850,Fast Current,Electronics,1797.4,300.0,4.1,761
851,Defense Agency,Home,1606.29,438.0,3.3,529
852,Professional Campaign,Clothing,1024.87,162.0,1.5,488
853,As Laugh,Laptops,321.57,469.0,1.4,1000
854,Well Read,Home,1766.95,294.0,4.2,662
855,Less Question,Shoes,780.38,191.0,,227
856,Protect Analysis,Shoes,1769.01,35.0,1.5,820
857,Condition Oil,Laptops,472.72,297.0,3.9,678
858,It Again,Books,1391.46,402.0,4.6,706
859,Reason Much,Clothing,1434.64,48.0,3.4,878
860,Name System,Electronics,1020.3,383.0,3.7,748
861,Month Car,Home,1163.05,314.0,3.4,565
862,Eat Certainly,Clothing,932.59,261.0,4.2,435
863,Leg During,Clothing,1223.26,350.0,2.2,735
864,Candidate Fire,Home,1481.14,411.0,2.5,664
865,Scene Agent,Home,396.24,254.0,3.0,351
866,Recently Human,Laptops,699.48,161.0,4.4,93
867,Rate Finally,Books,1255.11,349.0,3.9,88
868,Cut Hear,Shoes,749.07,413.0,1.2,386
869,Parent Continue,Clothing,1217.7,497.0,4.6,451
870,Green Out,Shoes,1601.17,253.0,4.5,367
871,Bit Daughter,Electronics,1659.86,425.0,4.7,54
872,Light Window,Books,1193.11,399.0,3.2,257
873,Position Common,Shoes,,,1.4,743
874,Because Travel,Clothing,1278.42,356.0,4.5,444
875,After Law,Electronics,1504.33,,3.6,305
876,Oil Environmental,Clothing,521.88,202.0,1.8,540
877,Suffer Education,Shoes,1558.11,495.0,2.7,465
878,Town Record,Electronics,425.84,265.0,2.9,116
879,Down Play,Electronics,1082.4,295.0,2.9,470
880,Executive Church,Laptops,1436.64,78.0,3.3,528
881,Itself Seek,Shoes,1694.4,491.0,4.3,31
882,Test View,Electronics,1203.97,,2.9,556
883,Owner Every,Books,1979.03,29.0,3.1,397
884,Try Money,Home,606.18,395.0,1.8,614
885,Dark During,Laptops,686.97,143.0,4.8,985
886,Among Respond,Home,1083.36,302.0,1.7,631
887,Group Magazine,Electronics,1419.18,432.0,4.7,630
888,Scene Pick,Home,751.12,152.0,4.7,598
889,Government Writer,Books,952.18,66.0,4.1,318
890,Service Herself,Home,1423.02,494.0,4.0,511
891,There Bar,Laptops,164.89,133.0,4.6,442
892,Individual Seek,Books,951.64,487.0,3.6,921
893,Second Season,Shoes,939.3,,1.5,893
894,Office Cultural,Laptops,657.13,481.0,1.4,332
895,Especially Administration,Electronics,1529.89,273.0,2.8,229
896,Sound Beyond,Shoes,869.56,465.0,3.8,341
897,Tv Would,Clothing,1623.46,178.0,3.3,823
898,Visit Almost,Laptops,1059.0,128.0,5.0,392
899,Fire Use,Laptops,760.06,345.0,1.1,29
900,Positive Central,Clothing,1647.2,489.0,3.9,238
901,Skill Brother,Home,1509.51,498.0,2.3,98
902,Stage Behavior,Books,1816.6,394.0,1.4,331
903,Scene Senior,Electronics,1997.55,257.0,1.5,661
904,Than National,Books,253.51,232.0,3.7,524
905,Whom How,Electronics,44.64,39.0,4.3,467
906,Trouble Image,Laptops,811.35,34.0,1.6,19
907,Determine Cup,Laptops,843.79,292.0,4.2,739
908,Join Radio,Books,148.31,411.0,1.4,833
909,Within Step,Clothing,659.47,300.0,1.4,425
910,Apply Top,Laptops,871.2,328.0,2.1,278
911,Already Special,Home,1787.36,365.0,4.5,264
912,Weight Since,Electronics,907.04,432.0,4.3,365
913,Interview Individual,Laptops,711.65,368.0,4.9,323
914,Break Project,Shoes,1312.39,377.0,2.2,158
915,No Agreement,Books,1117.53,192.0,2.2,630
916,Century Movement,Clothing,457.77,99.0,4.1,687
917,Interesting Democratic,Home,1000.71,491.0,3.1,156
918,Charge Energy,Shoes,835.87,320.0,2.5,160
919,Join Cover,Home,793.6,497.0,4.9,279
920,Say Role,Electronics,620.32,250.0,3.2,936
921,Boy Teach,Clothing,1201.09,59.0,4.0,458
922,Authority Remain,Home,703.04,311.0,,472
923,Than Mission,Books,1420.7,434.0,2.9,679
924,Phone Material,Clothing,16.46,,4.5,54
925,We Executive,Books,1035.88,158.0,3.2,98
926,Section Very,Laptops,514.08,255.0,3.3,341
927,Yard Develop,Shoes,984.18,187.0,4.2,950
928,Them Step,Shoes,,393.0,2.2,613
929,All Structure,Clothing,1096.8,364.0,3.8,860
930,Idea Half,Clothing,1870.57,227.0,3.7,958
931,Rate Capital,Laptops,962.86,406.0,2.1,454
932,Alone Arrive,Books,1769.17,232.0,3.3,598
933,Prevent Think,Electronics,,144.0,2.9,720
934,Reduce World,Laptops,1355.2,189.0,,5
935,Around Teacher,Home,1113.85,429.0,3.0,128
936,Cultural Ahead,Home,1216.25,213.0,2.6,988
937,Teach Law,Clothing,,100.0,2.2,252
938,Spend Discussion,Laptops,617.48,145.0,2.9,680
939,Between And,Clothing,715.0,187.0,1.5,122
940,Wind College,Clothing,260.49,0.0,,468
941,Range Store,Laptops,1764.3,193.0,4.5,364
942,Environmental General,Laptops,592.68,65.0,4.7,809
943,Per Task,Laptops,159.66,98.0,2.7,880
944,Low Approach,Shoes,1845.85,360.0,3.5,714
945,Student Growth,Electronics,928.27,312.0,2.3,198
946,Use Must,Clothing,1008.91,69.0,2.9,244
947,Easy House,Books,1392.96,50.0,2.5,1000
948,Evidence National,Books,980.77,73.0,2.8,381
949,Figure Size,Home,1756.54,306.0,1.7,672
950,Democratic Concern,Laptops,1003.26,119.0,3.1,182
951,Certain Rise,Clothing,1568.46,398.0,4.6,24
952,Nearly Difference,Clothing,250.47,195.0,1.6,666
953,Skin Series,Clothing,1242.5,198.0,3.7,633
954,Investment Certain,Books,768.72,335.0,2.1,1
955,Stage Yes,Electronics,1099.47,399.0,,48
956,Force Others,Laptops,67.12,490.0,1.8,758
957,Product Make,Clothing,1891.84,367.0,1.4,359
958,Argue Rise,Clothing,964.96,137.0,2.0,716
959,Suggest Toward,Home,141.58,173.0,1.5,247
960,Spring Main,Home,,73.0,1.9,736
961,Family Development,Books,911.8,66.0,2.5,809
962,Building Professional,Shoes,1245.13,260.0,1.8,801
963,Sing Find,Books,1834.45,79.0,3.2,872
964,Everybody Young,Home,79.78,333.0,3.3,681
965,Detail Represent,Laptops,1982.63,93.0,4.1,847
966,Include Growth,Home,1262.22,413.0,4.6,76
967,Now Through,Home,268.84,99.0,3.2,566
968,Customer Actually,Clothing,1589.29,493.0,2.5,640
969,For Check,Clothing,1081.83,445.0,4.5,103
970,President Media,Laptops,1762.06,157.0,3.8,152
971,Whom Ball,Laptops,1693.25,300.0,,293
972,Peace Past,Clothing,125.66,16.0,,931
973,So Social,Home,1111.55,79.0,1.4,402
974,His Scene,Laptops,1032.31,368.0,4.3,458
975,So Task,Home,1579.53,372.0,1.6,630
976,Require Strong,Laptops,1751.9,231.0,4.6,877
977,Keep Owner,Electronics,287.4,201.0,4.9,837
978,Cost Sound,Clothing,1739.12,360.0,4.1,807
979,Claim Rock,Home,503.91,467.0,,969
980,Investment Own,Electronics,,107.0,4.0,424
981,However Guy,Books,426.36,33.0,2.1,241
982,Like Minute,Home,1928.86,102.0,3.0,452
983,Central View,Shoes,221.95,418.0,2.3,651
984,Option Usually,Home,968.41,115.0,1.5,284
985,Director Positive,Shoes,1121.87,336.0,4.4,759
986,Over North,Clothing,1168.91,121.0,2.9,518
987,Half Majority,Books,,83.0,4.9,948
988,Coach Simple,Electronics,1066.8,323.0,2.9,522
989,Talk Provide,Books,1543.14,477.0,3.7,22
990,Letter Pressure,Books,641.63,65.0,2.8,617
991,Kid Author,Electronics,1589.63,497.0,4.8,88
992,Operation Who,Clothing,677.81,393.0,,289
993,Conference Price,Laptops,1799.33,418.0,4.5,719
994,Out Hand,Shoes,1244.76,462.0,4.4,231
995,Total Reach,Books,973.41,,2.3,888
996,Interesting Help,Laptops,355.54,255.0,1.7,963
997,Mrs Receive,Clothing,152.11,110.0,3.9,440
998,Speech New,Home,1916.74,67.0,3.3,963
999,Successful Themselves,Books,1660.73,5.0,3.8,812
1000,Clearly Concern,Books,1187.71,210.0,3.3,689
